라다, 50, 173
차마, 74, 159
아차, 71, 175
가아, 76, 198
카다, 93, 163
아사, 87, 175
다파, 66, 148
카하, 69, 174
다바, 92, 171
카다, 95, 158
다파, 63, 168
바타, 55, 184
카파, 70, 153
가아, 59, 183
다다, 41, 165
하가, 62, 154
나라, 86, 142
가마, 48, 183
카카, 83, 190
바아, 86, 163
하가, 42, 143
파바, 86, 169
아바, 82, 177
카아, 78, 177
마가, 46, 151
나바, 92, 182
마바, 47, 177
사하, 63, 173
사가, 53, 146
차마, 71, 194
가카, 59, 147
카마, 96, 161
사차, 49, 148
카나, 92, 168
차카, 75, 175
파다, 80, 164
마바, 98, 164
파파, 86, 142
가바, 88, 169
나사, 65, 193
바하, 66, 153
바차, 53, 176
카카, 67, 193
가마, 41, 143
하라, 56, 150
라라, 79, 150
라타, 95, 166
차카, 81, 176
아카, 52, 193
다다, 46, 156
가다, 46, 149
나바, 77, 177
파다, 53, 145
타나, 54, 192
하사, 87, 153
자나, 40, 161
자라, 64, 177
파라, 64, 177
바마, 67, 191
사다, 43, 196
하카, 67, 178
마사, 72, 147
나차, 75, 159
라아, 48, 141
다파, 49, 160
자라, 41, 165
하차, 93, 178
마아, 61, 166
바타, 86, 149
하자, 71, 159
가마, 51, 199
라마, 78, 160
바하, 94, 182
마나, 60, 140
나차, 81, 141
사차, 72, 166
바자, 62, 196
다차, 95, 183
타차, 52, 150
카파, 88, 160
가마, 63, 169
아타, 99, 170
하라, 60, 181
라바, 85, 162
아타, 55, 176
하마, 85, 144
자바, 42, 177
마가, 97, 177
아아, 64, 153
다카, 56, 175
라자, 60, 155
아사, 64, 181
다나, 61, 168
타가, 79, 155
차다, 82, 184
파사, 67, 194
차라, 79, 148
파바, 85, 162
하하, 55, 162
다사, 42, 156
아나, 81, 178
바다, 42, 183
사아, 76, 151
타라, 93, 187
하바, 90, 193
라자, 51, 167
파자, 60, 181
사다, 80, 186
차마, 85, 188
카마, 87, 144
가차, 57, 153
마가, 75, 187
차하, 72, 147
라바, 72, 198
자자, 74, 188
파나, 99, 165
차사, 78, 183
타나, 95, 157
사바, 90, 184
바하, 77, 143
자마, 74, 151
가타, 70, 175
자가, 67, 165
차마, 67, 191
카사, 88, 175
나카, 55, 172
다아, 71, 184
마타, 65, 150
라마, 91, 193
나바, 69, 198
아하, 93, 153
아차, 41, 155
카파, 82, 185
사차, 92, 174
다타, 47, 174
타파, 84, 143
타바, 83, 175
하파, 49, 182
카다, 78, 169
가나, 81, 155
아다, 67, 186
나나, 49, 197
파사, 98, 173
타다, 82, 176
다바, 67, 154
사하, 52, 159
파타, 60, 188
다가, 62, 193
하사, 53, 143
가차, 85, 185
마차, 99, 167
아다, 60, 188
마차, 98, 178
나마, 79, 194
아파, 48, 182
다바, 71, 191
타파, 49, 167
라나, 65, 184
가다, 69, 156
바하, 87, 146
하하, 43, 182
하하, 78, 178
사차, 88, 191
차가, 91, 145
아나, 63, 156
파마, 41, 198
나하, 50, 163
나카, 93, 199
라하, 58, 150
사바, 86, 164
카자, 50, 182
아가, 48, 145
마가, 57, 170
파카, 80, 194
가카, 49, 169
타하, 72, 150
하가, 65, 179
사바, 56, 171
차카, 42, 147
다사, 60, 184
아라, 78, 147
카나, 51, 191
타카, 91, 170
차하, 43, 191
차하, 68, 144
가다, 78, 161
카자, 42, 150
가하, 92, 164
타자, 85, 173
사다, 79, 178
라가, 76, 194
자타, 67, 140
마사, 90, 150
가카, 57, 145
하타, 70, 178
타카, 61, 196
타나, 52, 197
나사, 89, 154
파사, 68, 178
타바, 83, 187
차파, 55, 143
차아, 50, 178
타아, 84, 199
자타, 76, 185
카자, 94, 180
가자, 70, 147
차가, 71, 150
나다, 82, 178
타마, 83, 187
사타, 73, 187
사파, 43, 197
다자, 73, 169
다사, 40, 175
타자, 49, 164
자사, 81, 187
나차, 86, 177
가가, 44, 159
자라, 95, 156
라나, 53, 154
마카, 63, 166
아사, 47, 183
하자, 50, 183
라가, 95, 193
나라, 85, 182
자마, 51, 174
자사, 61, 175
하가, 45, 148
바차, 84, 168
바나, 57, 195
자하, 83, 177
파가, 68, 176
파바, 50, 165
파파, 64, 199
아아, 61, 191
차파, 51, 187
사마, 68, 184
자바, 86, 193
가다, 71, 149
아사, 50, 165
바하, 59, 199
나차, 48, 197
라하, 81, 177
라다, 71, 197
사타, 64, 178
가라, 54, 178
사바, 57, 197
타나, 51, 148
카마, 75, 145
다마, 49, 170
하타, 70, 199
차차, 52, 193
파아, 75, 140
파카, 53, 186
라라, 51, 198
라아, 61, 144
가사, 87, 184
라사, 61, 166
하파, 98, 183
나다, 77, 187
가나, 84, 143
라사, 99, 151
파타, 70, 185
하타, 41, 185
가아, 53, 153
카카, 57, 197
자마, 99, 154
다자, 59, 172
자파, 66, 192
아자, 42, 158
바차, 56, 164
다하, 43, 154
라자, 61, 169
아타, 46, 164
차타, 44, 186
사나, 66, 177
라가, 82, 151
타차, 46, 182
카다, 85, 156
자차, 98, 174
타카, 83, 198
가라, 74, 175
카사, 50, 174
라가, 58, 157
하자, 85, 193
카바, 47, 142
하자, 78, 153
마바, 75, 158
가나, 75, 199
카타, 61, 140
하차, 68, 193
하가, 65, 156
카마, 82, 189
파카, 66, 140
자파, 97, 155
사차, 59, 159
타차, 71, 175
카나, 85, 144
카타, 82, 163
마차, 40, 148
파나, 78, 147
차나, 97, 183
차나, 59, 187
가마, 93, 141
가나, 54, 167
아마, 64, 183
타가, 52, 183
다차, 95, 178
사바, 95, 146
바아, 89, 145
파바, 42, 180
다가, 40, 189
마바, 41, 190
자나, 65, 186
파카, 56, 156
자라, 96, 181
아자, 51, 149
파바, 48, 190
파마, 62, 175
아나, 57, 195
카마, 67, 167
아라, 98, 170
카바, 43, 178
다마, 84, 177
하라, 43, 141
타바, 79, 187
카아, 70, 147
파라, 75, 184
가나, 98, 172
바차, 53, 188
타자, 52, 199
파카, 55, 174
아파, 85, 160
타카, 97, 159
파라, 40, 193
마아, 63, 155
아사, 83, 151
가라, 47, 179
차아, 78, 181
라다, 70, 145
가라, 91, 146
카가, 50, 162
사사, 84, 196
다아, 82, 172
타차, 62, 172
라바, 86, 186
타라, 87, 142
나사, 56, 166
다파, 65, 174
파사, 98, 195
나아, 57, 159
나차, 87, 149
마나, 83, 141
파카, 60, 191
자라, 43, 199
아라, 63, 160
마나, 56, 172
파가, 65, 189
라카, 45, 140
라파, 59, 197
파나, 68, 176
나라, 99, 170
타마, 96, 188
사다, 96, 187
카파, 93, 157
타바, 94, 182
나바, 70, 188
타타, 95, 165
차나, 78, 177
바가, 86, 146
바파, 69, 182
차차, 54, 177
차아, 97, 174
다사, 68, 153
아나, 56, 170
타바, 57, 198
하바, 81, 183
하자, 60, 185
가사, 56, 181
하파, 76, 143
타아, 68, 178
하가, 82, 197
자나, 83, 159
가타, 60, 181
차파, 40, 172
차라, 45, 141
마나, 88, 181
차자, 47, 196
아카, 77, 143
바라, 66, 186
자바, 48, 175
라바, 48, 169
아자, 59, 149
하다, 74, 169
자자, 42, 166
가파, 43, 164
카타, 49, 178
라나, 69, 186
자카, 56, 157
자자, 51, 163
자타, 63, 176
다자, 68, 166
차카, 76, 169
카카, 47, 144
아마, 89, 161
아카, 93, 181
차다, 60, 180
하자, 57, 184
파파, 98, 144
차차, 99, 156
바차, 42, 143
파나, 77, 150
아라, 98, 172
하마, 97, 176
파차, 84, 158
나자, 76, 143
하라, 69, 156
하바, 66, 142
타차, 68, 179
라나, 45, 173
자아, 46, 149
다나, 70, 197
카마, 95, 159
하가, 81, 170
라차, 97, 193
카다, 48, 156
바가, 69, 146
카마, 77, 174
아다, 78, 197
나타, 46, 167
카타, 94, 145
파바, 71, 147
다라, 82, 161
자파, 75, 162
다자, 73, 148
타사, 57, 168
라마, 64, 173
타아, 48, 144
파라, 98, 149
자사, 57, 189
나타, 90, 198
하차, 86, 173
차하, 85, 173
라아, 40, 165
자아, 55, 168
사하, 48, 196
자하, 66, 179
나파, 44, 148
하하, 85, 179
자아, 73, 155
나마, 67, 191
나사, 64, 146
바바, 55, 190
아자, 65, 195
자차, 67, 159
라아, 77, 182
자다, 54, 187
바라, 71, 154
타파, 72, 196
다바, 55, 156
아가, 98, 166
마차, 48, 177
사아, 98, 178
카나, 65, 177
타자, 68, 168
나나, 51, 187
바아, 60, 161
바사, 50, 160
하카, 92, 181
아마, 69, 174
사마, 52, 155
사다, 91, 161
타사, 52, 154
바바, 50, 192
라가, 87, 182
자차, 61, 163
차다, 44, 172
가마, 71, 198
차파, 40, 154
가가, 51, 197
다마, 96, 194
타마, 89, 177
가카, 56, 192
파마, 94, 186
파가, 94, 160
가차, 83, 160
사하, 48, 146
파라, 76, 153
라나, 80, 166
하차, 78, 179
라자, 72, 180
라가, 97, 145
다마, 97, 143
나라, 91, 194
하마, 91, 150
타사, 84, 156
사사, 65, 183
차아, 96, 140
타가, 77, 184
아카, 77, 168
하나, 48, 161
하다, 58, 142
나다, 47, 178
파아, 56, 145
가사, 72, 153
마마, 58, 156
타카, 92, 161
사라, 78, 147
아라, 53, 159
파타, 88, 185
자아, 41, 188
바나, 66, 140
아다, 78, 152
파사, 96, 158
차카, 50, 199
차라, 63, 141
다사, 68, 148
타하, 49, 199
사파, 93, 158
차카, 67, 171
사나, 78, 163
라바, 63, 177
타아, 81, 170
사차, 73, 168
카카, 81, 196
라사, 84, 171
바타, 42, 149
나사, 65, 170
하사, 60, 156
파타, 47, 169
다아, 42, 189
아가, 43, 166
하아, 41, 186
파파, 56, 150
아아, 84, 154
카하, 61, 157
다차, 48, 186
자차, 66, 145
카자, 74, 196
다아, 47, 165
아자, 81, 181
자차, 44, 182
나마, 53, 187
파바, 66, 184
마타, 62, 149
라카, 92, 170
가마, 98, 162
파마, 85, 198
카나, 66, 180
마타, 80, 151
다다, 71, 164
가나, 59, 175
타나, 65, 199
나차, 87, 196
다카, 58, 153
타라, 98, 168
나타, 61, 190
카자, 49, 148
다차, 96, 158
가사, 84, 177
파나, 84, 142
타사, 97, 199
타사, 46, 147
타마, 84, 148
마하, 53, 185
다가, 90, 198
카하, 86, 153
아자, 43, 195
바타, 72, 187
사아, 59, 190
자파, 92, 199
마타, 83, 151
파나, 67, 176
타아, 47, 145
사아, 70, 194
바카, 71, 172
다바, 93, 156
가바, 66, 189
마마, 76, 194
마바, 94, 191
라라, 71, 179
나마, 44, 178
라사, 62, 192
나타, 65, 180
바카, 88, 148
마라, 42, 160
마라, 58, 165
카가, 42, 159
하나, 76, 171
카타, 96, 184
타다, 96, 182
타자, 91, 165
아바, 68, 144
사하, 66, 191
파바, 60, 149
자카, 87, 161
라아, 75, 160
아카, 50, 142
나하, 92, 198
라가, 80, 157
사아, 62, 173
차카, 87, 168
라바, 49, 167
파파, 60, 171
마나, 50, 190
파마, 75, 187
마아, 76, 190
차사, 48, 166
타다, 43, 165
타아, 73, 167
타자, 98, 190
자차, 79, 192
마다, 91, 155
다라, 95, 188
파다, 67, 168
바라, 51, 171
카라, 54, 140
파카, 89, 198
라타, 92, 199
타다, 83, 146
가파, 85, 194
바가, 68, 158
사차, 98, 187
사나, 68, 142
하아, 83, 172
다라, 70, 157
파아, 43, 154
카자, 91, 172
마나, 96, 148
다차, 93, 164
카마, 88, 161
파하, 82, 192
나하, 91, 150
가카, 58, 173
다나, 96, 148
차라, 62, 163
라타, 40, 193
다자, 51, 155
다타, 80, 193
하사, 98, 198
카다, 69, 172
다자, 62, 170
아나, 62, 177
마타, 97, 197
가자, 87, 151
가하, 79, 185
가하, 68, 142
가바, 89, 158
차사, 81, 189
사카, 41, 187
사마, 74, 153
다다, 85, 159
나아, 52, 151
자타, 89, 172
자사, 56, 198
마카, 96, 157
바파, 69, 170
차카, 53, 171
가아, 68, 196
가자, 75, 176
하라, 58, 151
다다, 96, 158
라타, 64, 192
아라, 63, 173
타카, 59, 150
하사, 99, 190
마하, 57, 145
사아, 92, 167
카나, 98, 197
아파, 52, 191
타나, 56, 156
라타, 54, 169
나가, 88, 167
마카, 48, 154
다하, 44, 188
다카, 75, 143
라가, 43, 156
아마, 79, 179
가파, 69, 174
차나, 93, 171
카마, 92, 146
사나, 70, 158
라차, 95, 164
다라, 49, 177
가파, 72, 198
가다, 94, 158
나다, 49, 183
라사, 44, 185
